	accessRights	authors	containerURI	dataTypes	dateAvailable	description	doi	externalSubjectAreas	institutions	keywords	method	publicationDate	source	title	type_cont	version
43	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3754643	DATASET	2020-04-17	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 NSP9 RNA binding protein (PDB id: 6W4B, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The file 6W4B_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W4B_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W4B_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W4B_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W4B_SIRAHcg_prot.prmtop 6W4B_SIRAHcg_prot_10us_skip10ns.ncrst 6W4B_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3754643	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|CoV2 NSP9|coarse-grain		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|CoV2 NSP9|coarse-grain		2020-04-16	ZENODO	SIRAH-CoV2  initiative: NSP9 RNA binding protein (PDBid:6W4B)	article	
44	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3754643	DATASET	2020-04-17	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 NSP9 RNA binding protein (PDB id: 6W4B, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The file 6W4B_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W4B_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W4B_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W4B_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W4B_SIRAHcg_prot.prmtop 6W4B_SIRAHcg_prot_10us_skip10ns.ncrst 6W4B_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3754643	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|CoV2 NSP9|coarse-grain		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|CoV2 NSP9|coarse-grain		2020-04-16	ZENODO	SIRAH-CoV2  initiative: NSP9 RNA binding protein (PDBid:6W4B)	article	
45	info:eu-repo/semantics/openAccess	Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3751583	DATASET	2020-04-16	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 ADP ribose phosphatase of NSP3 from SARS CoV-2 in its APO form (PDB id: 6W02, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6W02_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W02_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W02_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W02_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6W02_SIRAHcg_prot.prmtop 6W02_SIRAHcg_prot_10us_skip10ns.ncrst 6W02_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Exequiel Barrera (ebarrera@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3751583	COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		2020-04-14	ZENODO	SIRAH-CoV2  initiative: Apo ADP ribose phosphatase of NSP3 from SARS CoV-2 (PDB id: 6W02)	article	
46	info:eu-repo/semantics/openAccess	Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3748659	DATASET|FILE_SET	2020-04-14	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Endoribonuclease NSP15 in its APO form (PDB id: 6W01, Bioassembly 1). Simulations were performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The file 6W01_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W01_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W01_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W01_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W01_SIRAHcg_prot.prmtop 6W01_SIRAHcg_prot_10us_skip10ns.ncrst 6W01_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Exequiel Barrera (ebarrera@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748659	CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative: NSP15 Endonuclease  (PDB id:6W01)	article	
47	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3779057	DATASET	2020-05-01	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 NSP16 - NSP10 Complex with Zn ions bound (PDB id: 6W4H). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Zinc ions were parameterized as reported in Klein et al. 2020.

The file 6W4H_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W4H_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W4H_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W4H_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W4H_SIRAHcg_prot.prmtop 6W4H_SIRAHcg_prot_10us_skip10ns.ncrst 6W4H_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Martín Soñora (msonora@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy).

 "	10.5281/zenodo.3779057	CoV2 NSP16 - NSP10|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 NSP16 - NSP10|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-30	ZENODO	SIRAH-CoV2  initiative: NSP16 - NSP10 Complex (PDB id:6W4H)	article	
48	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3779057	DATASET	2020-05-01	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 NSP16 - NSP10 Complex with Zn ions bound (PDB id: 6W4H). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Zinc ions were parameterized as reported in Klein et al. 2020.

The file 6W4H_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W4H_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W4H_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W4H_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W4H_SIRAHcg_prot.prmtop 6W4H_SIRAHcg_prot_10us_skip10ns.ncrst 6W4H_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Martín Soñora (msonora@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy).

 "	10.5281/zenodo.3779057	CoV2 NSP16 - NSP10|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 NSP16 - NSP10|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-30	ZENODO	SIRAH-CoV2  initiative: NSP16 - NSP10 Complex (PDB id:6W4H)	article	
49	info:eu-repo/semantics/openAccess	Qinghua Jiang	https://zenodo.org/record/3744141	DATASET	2020-04-09	COVID-19, a novel pneumonia caused by SARS-CoV-2, has rapidly become the largest threat to public health. Recent studies reported lymphocytopenia but also expansions of antigen-specific T/B cells during early-recovery stage. Here we investigated 16 early-recovery patients using scRNA-seq, HLA-genotyping and deep immune repertoire profling. Our analysis revealed 916 COVID-19-specific TCR groups enriched for a novel cytotoxic CD8+ phenotype with both resident memory (ZNF683+) and tissue exit (SIRP5) markers, and identified 114 statistically-confident virus epitopes. Further, we uncovered 374 BCR groups with somatic hypermutations and/or class switch recombinations. Molecular dynamics simulations revealed 15% of the highly expanded groups may serve as neutralizing antibodies against the virus Spike protein. Finally, we discovered that bacterial infection in COVID-19 patients may elevate monocytic myeloidderived suppressor cells via TLR4/NF!B signaling and cause disease aggravation. Together, we expect our findings and immune-receptor datasets to provide immediate therapeutic options against the pandemic of COVID-19.	10.5281/zenodo.3744141	COVID-19|Single cell sequencing|Immune repertoire profiling		COVID-19|Single cell sequencing|Immune repertoire profiling		2020-04-08	ZENODO	Single cell and immune repertoire profiling of COVID-19 patients reveal novel therapeutic candidates	article	
50		Bhowmick, Pallab|Pancsa, Rita|Guharoy, Mainak|Tompa, Peter	https://doi.org/10.5061/dryad.84kj5	TABULAR_DATA|DATASET|DOCUMENT|FILE_SET	2016-04-26	The ubiquitin-proteasome system plays a central role in cellular regulation and protein quality control (PQC). The system is built as a pyramid of increasing complexity, with two E1 (ubiquitin activating), few dozen E2 (ubiquitin conjugating) and several hundred E3 (ubiquitin ligase) enzymes. By collecting and analyzing E3 sequences from the KEGG BRITE database and literature, we assembled a coherent dataset of 563 human E3s and analyzed their various physical features. We found an increase in structural disorder of the system with multiple disorder predictors (IUPred – E1: 5.97%, E2: 17.74%, E3: 20.03%). E3s that can bind E2 and substrate simultaneously (single subunit E3, ssE3) have significantly higher disorder (22.98%) than E3s in which E2 binding (multi RING-finger, mRF, 0.62%), scaffolding (6.01%) and substrate binding (adaptor/substrate recognition subunits, 17.33%) functions are separated. In ssE3s, the disorder was localized in the substrate/adaptor binding domains, whereas the E2-binding RING/HECT-domains were structured. To demonstrate the involvement of disorder in E3 function, we applied normal modes and molecular dynamics analyses to show how a disordered and highly flexible linker in human CBL (an E3 that acts as a regulator of several tyrosine kinase-mediated signalling pathways) facilitates long-range conformational changes bringing substrate and E2-binding domains towards each other and thus assisting in ubiquitin transfer. E3s with multiple interaction partners (as evidenced by data in STRING) also possess elevated levels of disorder (hubs, 22.90% vs. non-hubs, 18.36%). Furthermore, a search in PDB uncovered 21 distinct human E3 interactions, in 7 of which the disordered region of E3s undergoes induced folding (or mutual induced folding) in the presence of the partner. In conclusion, our data highlights the primary role of structural disorder in the functions of E3 ligases that manifests itself in the substrate/adaptor binding functions as well as the mechanism of ubiquitin transfer by long-range conformational transitions.	10.5061/dryad.84kj5		VIB Department of Structural Biology|Institute of Enzymology|Vrije Universiteit Brussel|Hungarian Academy of Sciences|Research Centre for Natural Sciences			2016-04-26	DRYAD	Data from: Functional diversity and structural disorder in the human ubiquitination pathway		
51	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3747621	DATASET	2020-04-14	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 RNA binding domain of the nucleocapsid phosphoprotein in its APO form with Zn ions bound (PDB id:6VYO, Bioassembly 1). Simulations were performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Zinc ions were parameterized as reported in Klein et al. 2020.

The file 6VYO_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com. Additionally, the file 6VYO_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6VYO_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6VYO_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6VYO_SIRAHcg_prot.prmtop 6VYO_SIRAHcg_prot_10us_skip10ns.ncrst 6VYO_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3747621	COVID-19|Coronavirus|drug design|simulation|SIRAH|Nucleocapsid|coarse-grain		COVID-19|Coronavirus|drug design|simulation|SIRAH|Nucleocapsid|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative:  RNA binding domain of nucleocapsid phosphoprotein  (PDB id:6VYO)	article	
52	http://creativecommons.org/publicdomain/zero/1.0/	Yovani Marrero-Ponce	https://data.mendeley.com/datasets/bghcs3p4wm	DATASET|FILE_SET	2019-10-11	"SI3-1: 15 suggested theoretical configurations for the calculation of MDs (defined with the name projects). The selected configuration for the projects used in this study are also indicated in Table SI2-1 and are available at SI3-1.
SI3-2: The experiments employed a dataset containing 152 representatives, non-homologous proteins (see SI3-2 to review the protein files). (Fleming and Richards, 2000).
SI3-3: The evaluation of this application in protein science requires the use of two datasets. The first data set, employed as a training set, was proposed by Ouyang (Ouyang and Liang, 2008) and contains 80 proteins (the case “2BLM” was removed since it only considered an alpha carbon representation). The second dataset, employed as a test set, was proposed by Ruiz-Blanco (Ruiz-Blanco et al., 2015) and contains 17 proteins.
SI3-4: For the generation of the models, a dataset of 204 proteins was employed. (Chou, 1999) The original dataset was split into two groups: a training set with 149 proteins and a test set containing 55 proteins to ensure a proper comparison (Marrero Ponce et al., 2015a)
"	10.17632/bghcs3p4wm.1	Basic Science		Basic Science		2019-10-11	MENDELEY_DATA	Data for: LEGO-based Generalized Set of Two Linear Algebraic 3D Bio-Macro-Molecular Descriptors: Theory and Validation by QSARs	article	1.0
53	CC BY	Colizzi, Francesco|Perez Gonzalez, Daniel Cibran|Fritzen, Remi| Levy,  Yaakov|White, Malcolm Frederick|Penedo-Esteiro, Juan Carlos|Bussi, Giovanni	https://doi.org/10.17630%2F84c3a74e-eb89-4b37-a3ed-cd1cf0feeae3	DATASET	2019-01-01	The opening of a Watson-Crick double helix is required for crucial cellular processes, including replication, repair and transcription. It has long been assumed that RNA or DNA base pairs are broken by the concerted symmetric movement of complementary nucleobases. By analyzing thousands of base-pair opening and closing events from molecular simulations, here we uncover a systematic stepwiseprocessdrivenbytheasymmetricﬂipping-outprobability of paired nucleobases. We demonstrate experimentally that such asymmetry strongly biases the unwinding efﬁciency of DNA helicases towards substrates that bear highly-dynamic nucleobases, such as pyrimidines, on the displaced strand. Duplex substrates with identical thermodynamic stability are thus shown to be more easilyunwoundfromonesidethantheother,inaquantiﬁableand predictable manner. Our results indicate a possible layer of gene regulation coded in the direction-dependent unwindability of the double helix.	10.17630/84c3a74e-eb89-4b37-a3ed-cd1cf0feeae3					2019-01-01	bl.standrew	Asymmetric base pair opening drives helicase unwinding dynamics (dataset)		
54		Gill, Mandev S.|Tung Ho, Lam Si|Baele, Guy|Lemey, Philippe|Suchard, Marc A.	https://doi.org/10.5061/dryad.v43rd	DATASET|FILE_SET	2016-10-10	Understanding the processes that give rise to quantitative measurements associated with molecular sequence data remains an important issue in statistical phylogenetics. Examples of such measurements include geographic coordinates in the context of phylogeography and phenotypic traits in the context of comparative studies. A popular approach is to model the evolution of continuously varying traits as a Brownian diffusion process acting on a phylogenetic tree. However, standard Brownian diffusion is quite restrictive and may not accurately characterize certain trait evolutionary processes. Here, we relax one of the major restrictions of standard Brownian diffusion by incorporating a nontrivial estimable mean into the process. We introduce a relaxed directional random walk (RDRW) model for the evolution of multivariate continuously varying traits along a phylogenetic tree. Notably, the RDRW model accommodates branch-specific variation of directional trends while preserving model identifiability. Furthermore, our development of a computationally efficient dynamic programming approach to compute the data likelihood enables scaling of our method to large data sets frequently encountered in phylogenetic comparative studies and viral evolution. We implement the RDRW model in a Bayesian inference framework to simultaneously reconstruct the evolutionary histories of molecular sequence data and associated multivariate continuous trait data, and provide tools to visualize evolutionary reconstructions. We demonstrate the performance of our model on synthetic data, and we illustrate its utility in two viral examples. First, we examine the spatiotemporal spread of HIV-1 in central Africa and show that the RDRW model uncovers a clearer, more detailed picture of the dynamics of viral dispersal than standard Brownian diffusion. Second, we study antigenic evolution in the context of HIV-1 resistance to three broadly neutralizing antibodies. Our analysis reveals evidence of a continuous drift at the HIV-1 population level towards enhanced resistance to neutralization by the VRC01 monoclonal antibody over the course of the epidemic.	10.5061/dryad.v43rd	Diffusion Processes|Phylogeography|Phylogenetics|Phylodynamics|Brownian Motion|Trait Evolution	Universtiy of California|University of California|Biomathematics|David Geffen School of Medicine at UCLA|Rega Institute|and Human Genetics|Columbia University|Department of Biostatistics|Department of Microbiology and Immunology|Department of Statistics|Jonathan and Karin Fielding School of Public Health|KU Leuven|Department of Human Genetics			2016-10-10	DRYAD	Data from: A relaxed directional random walk model for phylogenetic trait evolution		
55		Gill, Mandev S.|Tung Ho, Lam Si|Baele, Guy|Lemey, Philippe|Suchard, Marc A.	https://doi.org/10.5061/dryad.v43rd	DATASET|FILE_SET	2016-10-10	Understanding the processes that give rise to quantitative measurements associated with molecular sequence data remains an important issue in statistical phylogenetics. Examples of such measurements include geographic coordinates in the context of phylogeography and phenotypic traits in the context of comparative studies. A popular approach is to model the evolution of continuously varying traits as a Brownian diffusion process acting on a phylogenetic tree. However, standard Brownian diffusion is quite restrictive and may not accurately characterize certain trait evolutionary processes. Here, we relax one of the major restrictions of standard Brownian diffusion by incorporating a nontrivial estimable mean into the process. We introduce a relaxed directional random walk (RDRW) model for the evolution of multivariate continuously varying traits along a phylogenetic tree. Notably, the RDRW model accommodates branch-specific variation of directional trends while preserving model identifiability. Furthermore, our development of a computationally efficient dynamic programming approach to compute the data likelihood enables scaling of our method to large data sets frequently encountered in phylogenetic comparative studies and viral evolution. We implement the RDRW model in a Bayesian inference framework to simultaneously reconstruct the evolutionary histories of molecular sequence data and associated multivariate continuous trait data, and provide tools to visualize evolutionary reconstructions. We demonstrate the performance of our model on synthetic data, and we illustrate its utility in two viral examples. First, we examine the spatiotemporal spread of HIV-1 in central Africa and show that the RDRW model uncovers a clearer, more detailed picture of the dynamics of viral dispersal than standard Brownian diffusion. Second, we study antigenic evolution in the context of HIV-1 resistance to three broadly neutralizing antibodies. Our analysis reveals evidence of a continuous drift at the HIV-1 population level towards enhanced resistance to neutralization by the VRC01 monoclonal antibody over the course of the epidemic.	10.5061/dryad.v43rd	Diffusion Processes|Phylogeography|Phylogenetics|Phylodynamics|Brownian Motion|Trait Evolution	Universtiy of California|University of California|Biomathematics|David Geffen School of Medicine at UCLA|Rega Institute|and Human Genetics|Columbia University|Department of Biostatistics|Department of Microbiology and Immunology|Department of Statistics|Jonathan and Karin Fielding School of Public Health|KU Leuven|Department of Human Genetics			2016-10-10	DRYAD	Data from: A relaxed directional random walk model for phylogenetic trait evolution		
56	info:eu-repo/semantics/openAccess	Charles Plessy	https://zenodo.org/record/1680999	OTHER|DATASET	2020-01-14	"The development of complex, multi-step omics methods in molecular biology is a laborious, costly, iterative and often intuition-bound process where an optimum is sought in a parameter space through step-by-step optimisations. The the difficulty of miniaturising assays and the cost of the experiments limit the dynamic range and the number of parameters that can be explored. However, because of non-linearities of the response of biochemical systems to their reagent concentrations, a broad dynamic range is necessary. Here we demonstrate the use of a high-performance nanoliter handling platform (Labcyte Echo 525) and computer generation of liquid transfer programs to explore in quadruplicates more than 600 combination of 4 parameters of a biochemical reaction, which lead us to uncover non-linear responses, parameter interactions and novel mechanical insights. With the increased availability of « cloud biology» computer-driven laboratory platforms, our results participate in changing methods development for biotechnology towards reproducible, computer-aided exhaustive characterisation of biochemical systems.

This dataset contains the raw sequencing data produced with an Illumina MiSeq instrument for this project. FASTQ files and sample sheets are found in the usual location (Data/Intensities/BaseCalls). The ""Thumbnail_Images"" and ""L001"" directories were deleted to save space.

Run IDs: 171227_M00528_0321_000000000-B4GLP, 180403_M00528_0348_000000000-B4GP8, 180517_M00528_0364_000000000-BRGK6, 180123_M00528_0325_000000000-B4PCK, 180411_M00528_0351_000000000-BN3BL, 180606_M00528_0367_000000000-BN3FG, 180326_M00528_0346_000000000-B4GJR, 180501_M00528_0359_000000000-B4PJY, 180607_M00528_0368_000000000-BN9KM

 "	10.5281/zenodo.1680999	Labcyte|reverse-transcription|template-switching|FASTQ|MiSeq|nanoCAGE		Labcyte|reverse-transcription|template-switching|FASTQ|MiSeq|nanoCAGE		2018-11-29	ZENODO	Sequence data for 'Machine-driven parameter-space exploration of biochemical reactions'	article	
