accessRights,authors,containerURI,dataTypes,dateAvailable,description,doi,externalSubjectAreas,institutions,keywords,method,publicationDate,source,title,type_cont,version
http://www.gnu.org/licenses/gpl-3.0.en.html,Z. Zhang|D.-B. Zhang|T. Sun|renata wentzcovitch,https://data.mendeley.com/datasets/sk4jsjc6p9,DATASET|FILE_SET,2019-06-07,"We here introduce a Fortran code that computes anharmonic free energy of solids from first-principles based on our phonon quasiparticle approach. In this code, phonon quasiparticle properties, i.e., renormalized phonon frequencies and lifetimes, are extracted from mode-projected velocity auto-correlation functions (VAF) of modes sampled by molecular dynamics (MD) trajectories. Using renormalized frequencies as input, the code next constructs an effective harmonic force constant matrix to calculate anharmonic phonon dispersions over the whole Brillouin zone and thus the anharmonic free energy in the thermodynamic limit (N -&gt; infinity). A detailed description of all the input parameters and the subroutines is provided as well. We illustrate the use of this code to compute ab initio temperature-dependent anharmonic phonons of Si in the diamond structure.",10.17632/sk4jsjc6p9.1,Computational Physics|Molecular Dynamics|Phonons|Lattice Dynamics,,Computational Physics|Molecular Dynamics|Phonons|Lattice Dynamics,,2019-06-07,MENDELEY_DATA,phq: A Fortran code to compute phonon quasiparticle properties and dispersions,article,1
info:eu-repo/semantics/openAccess,Giray Enkavi|Heikki Mikkolainen|Burçin Güngör|Elina Ikonen|Ilpo Vattulainen,https://zenodo.org/record/1035202,DATASET|FILE_SET,2018-03-13,"All necessary input files and analysis scripts to set up and run simulations are included. 000README files within each directory contain a detailed explanation of the contents. For the unbiased simulations, the trajectories sampled every 10 ns are also included. The reweighting and other analysis scripts can be found within the relevant directories.

 ",10.5281/zenodo.1035202,"metadynamics, molecular dynamcis, NPC2, LBPA, BMP, protein-lipid interactions, lysosome, endosome, cholesterol,lysosome, bis(monooleoylglycero)phosphate, lysobisphosphatidic acid, Niemann–Pick",,"metadynamics, molecular dynamcis, NPC2, LBPA, BMP, protein-lipid interactions, lysosome, endosome, cholesterol,lysosome, bis(monooleoylglycero)phosphate, lysobisphosphatidic acid, Niemann–Pick",,2017-10-23,ZENODO,Concerted regulation of NPC2 binding to endosomal/lysosomal membranes by bis(monoacylglycero)phosphate and sphingomyelin,article,
info:eu-repo/semantics/openAccess,Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano,https://zenodo.org/record/3755835,DATASET,2020-04-20,"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6M3M_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6M3M_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6M3M_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6M3M_SIRAHcg_prot.prmtop 6M3M_SIRAHcg_prot_10us_skip10ns.ncrst 6M3M_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy).",10.5281/zenodo.3755835,COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid,,COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid,,2020-04-17,ZENODO,SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M),article,
info:eu-repo/semantics/openAccess,Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano,https://zenodo.org/record/3748665,DATASET,2020-04-14,"This dataset contains the trajectory of a 15 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Main protease in its APO form (PDB id: 6LU7, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6LU7_SIRAHcg_rawdata1.tar,  6LU7_SIRAHcg_rawdata2.tar, and 6LU7_SIRAHcg_rawdata3.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6LU7_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6LU7_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6LU7_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6LU7_SIRAHcg_prot.prmtop 6LU7_SIRAHcg_prot_15us_skip10ns.ncrst 6LU7_SIRAHcg_prot_15us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy).",10.5281/zenodo.3748665,COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain,,COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain,,2020-04-11,ZENODO,SIRAH-CoV2  initiative:  Main Protease   (PDB id:6LU7),article,
https://www.gnu.org/licenses/lgpl-3.0.txt,Han Wang|Linfeng Zhang|Jiequn Han|Weinan E,https://data.mendeley.com/datasets/hvfh9yvncf,OTHER|SOFTWARE_CODE|DATASET|TEXT|FILE_SET,2018-04-19,"Recent developments in many-body potential energy representation via deep learning have brought new hopes to addressing the accuracy-versus-efficiency dilemma in molecular simulations. Here we describe DeePMD-kit, a package written in Python/C++ that has been designed to minimize the effort required to build deep learning based representation of potential energy and force field and to perform molecular dynamics. Potential applications of DeePMD-kit span from finite molecules to extended systems and from metallic systems to chemically bonded systems. DeePMD-kit is interfaced with TensorFlow, one of the most popular deep learning frameworks, making the training process highly automatic and efficient. On the other end, DeePMD-kit is interfaced with high-performance classical molecular dynamics and quantum (path-integral) molecular dynamics packages, i.e., LAMMPS and the i-PI, respectively. Thus, upon training, the potential energy and force field models can be used to perform efficient molecular simulations for different purposes. As an example of the many potential applications of the package, we use DeePMD-kit to learn the interatomic potential energy and forces of a water model using data obtained from density functional theory. We demonstrate that the resulted molecular dynamics model reproduces accurately the structural information contained in the original model.",10.17632/hvfh9yvncf.1,Computational Physics|Molecular Dynamics|Deep Neural Network,,Computational Physics|Molecular Dynamics|Deep Neural Network,,2018-04-19,MENDELEY_DATA,DeePMD-kit: A deep learning package for many-body potential energy representation and molecular dynamics,article,1
,"McCole, Ruth B|Loughran, Noeleen B|Chahal, Mandeep|Fernandes, Luis P|Roberts, Roland G|Fraternali, Franca|O'Connell, Mary J|Oakey, Rebecca J",https://doi.org/10.5061/dryad.8096,OTHER|DATASET,2010-12-15,"Retroposition is a widespread phenomenon resulting in the generation of new genes that are initially related to a parent gene via very high coding sequence similarity. We examine the evolutionary fate of four retrogenes generated by such an event; mouse Inpp5f_v2, Mcts2, Nap1l5, and U2af1-rs1. These genes are all subject to the epigenetic phenomenon of parental imprinting. We first provide new data on the age of these retrogene insertions. Using codon-based models of sequence evolution, we show these retrogenes have diverse evolutionary trajectories, including divergence from the parent coding sequence under positive selection pressure, purifying selection pressure maintaining parent-retrogene similarity, and neutral evolution. Examination of the expression pattern of retrogenes shows an atypical, broad pattern across multiple tissues. Protein 3D structure modeling reveals that a positively selected residue in U2af1-rs1, not shared by its parent, may influence protein conformation. Our case-by-case analysis of the evolution of four imprinted retrogenes reveals that this interesting class of imprinted genes, while similar in regulation and sequence characteristics, follow very varied evolutionary paths.",10.5061/dryad.8096,Gene Expression|Evolutionary Genomics|Imprinting|Molecular Evolution|Retrogene|Protein structure,"School of Biotechnology, Dublin City University|Bioinformatics and Molecular Evolution Group|Randall Division of Cell and Molecular Biophysics|Faculty of Science and Health|King's College London|Department of Medical and Molecular Genetics|Centre for Scientific Computing|Complex Systems modeling (SCI-SYM)|Dublin City University",,,2010-12-15,DRYAD,Data from: A case-by-case analysis of four imprinted retrogenes,,
CC BY 4.0,"Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.",https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158,DATASET,,"Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).
-The two images in the main folder refers to the docked structures before MD simulation.-The file all_centroids.pse contains the frames representing the centroid of the subsequent MD simulation for each docking cluster.-Each archive contains the centroid in PDB format, the starting frame of the simulation in GRO format and the compressed trajectory in XTC format. In the directory ""other_files"" there are other data generated during the simulation, i.e. heatmap representing the contact frequency between the ligand atoms and the ones belonging to the homology model.",10.6084/m9.figshare.11764158,60102 Bioinformatics|60506 Virology,,,,2020-01-01,figshare.ars,6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.,,
CC BY 4.0,"Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.",https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158/2,DATASET,,"Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).
-The two images in the main folder refers to the docked structures before MD simulation.-The file all_centroids.pse contains the frames representing the centroid of the subsequent MD simulation for each docking cluster.-Each archive contains the centroid in PDB format, the starting frame of the simulation in GRO format and the compressed trajectory in XTC format. In the directory ""other_files"" there are other data generated during the simulation, i.e. heatmap representing the contact frequency between the ligand atoms and the ones belonging to the homology model.",10.6084/m9.figshare.11764158.v2,60102 Bioinformatics|60506 Virology,,,,2020-01-01,figshare.ars,6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.,,
info:eu-repo/semantics/openAccess,"Abelak, Kavin|Bishop-Bailey, David|Nobeli, Irene",https://zenodo.org/record/3473909,OTHER|DATASET,2019-10-17,"Description of files in this dataset:

MD_wt_CYP2J2_DHA_StateX_repeatY.zip : Series of zipped directories for molecular dynamics simulations of docosahexaenoic acid (DHA) in the active site of wild type CYP2J2. X is the docking pose number that constitutes the starting point of the simulation (the 4 lowest-energy poses from docking were selected as the starting points of the simulations - this dataset is State(pose) 1). Y is the repeat (each simulation was repeated 3 times, hence there are 3 repeats per pose).  

Each directory contains the following sub-directories:

001.leap : Amber parameter and coordinate files; PDBs; ligands; leap commands

002.min : Minimisation stage

003.heat : Heating stage

004.equil: Equilibration stage

005.md : Production stage

006.analysis : Basic energy graphs

007.cpptraj: Contains only the file strip.md.nc (Amber trajectories stripped of water in netCDF format)",10.5281/zenodo.3473909,CYP2J2|docosahexaenoic acid|moelcular dynamics|cytochrome P450|DHA,,CYP2J2|docosahexaenoic acid|moelcular dynamics|cytochrome P450|DHA,,2019-10-05,ZENODO,Molecular dynamics simulations of the interaction of wild type human CYP2J2 with DHA (POSES 1-4),article,
http://www.gnu.org/licenses/gpl-3.0.en.html,Toni Giorgino|Alessandro Laio|Alex Rodriguez,https://data.mendeley.com/datasets/wyxjndwkbp,DATASET|FILE_SET,2017-05-01,Molecular dynamics (MD) simulations allow the exploration of the phase space of biopolymers through the integration of equations of motion of their constituent atoms. The analysis of MD trajectories often relies on the choice of collective variables (CVs) along which the dynamics of the system is projected. We developed a graphical user interface (GUI) for facilitating the interactive choice of the appropriate CVs. The GUI allows: defining interactively new CVs; partitioning the configurations into microstates characterized by similar values of the CVs; calculating the free energies of the microstates for both unbiased and biased (metadynamics) simulations; clustering the microstates in kinetic basins; visualizing the free energy landscape as a function of a subset of the CVs used for the analysis. A simple mouse click allows one to quickly inspect structures corresponding to specific points in the landscape.,10.17632/wyxjndwkbp.1,Natural Sciences,,Natural Sciences,,2017-05-01,MENDELEY_DATA,METAGUI 3: A graphical user interface for choosing the collective variables in molecular dynamics simulations,article,1
http://opensource.org/licenses/BSD-3-Clause,Florent Hédin|Tony Lelièvre,https://data.mendeley.com/datasets/dgp8wdgtgt,DATASET|FILE_SET,2019-02-28,"Metastability is one of the major encountered obstacle when performing long molecular dynamics simulations, and many methods were developed to address this challenge. The “Parallel Replica”(ParRep) dynamics is known for allowing to simulate very long trajectories of metastable Langevin dynamics in the materials science community, but it relies on assumptions that can hardly be transposed to the world of biochemical simulations. The later developed “Generalized ParRep” variant solves those issues, but it was not applied to significant systems of interest so far.

In this article, we present the program gen.parRep, the first publicly available implementation of the Generalized Parallel Replica method (BSD 3-Clause license), targeting frequently encountered metastable biochemical systems, such as conformational equilibria or dissociation of protein–ligand complexes. It will be shown that the resulting C++ implementation exhibits a strong linear scalability, providing up to 70% of the maximum possible speedup on several hundreds of CPUs.",10.17632/dgp8wdgtgt.1,Computational Physics|Physical Chemistry|Molecular Physics,,Computational Physics|Physical Chemistry|Molecular Physics,,2019-02-28,MENDELEY_DATA,gen.parRep: A first implementation of the Generalized Parallel Replica dynamics for the long time simulation of metastable biochemical systems,article,1
http://www.gnu.org/licenses/gpl-3.0.en.html,Joseph E. Curtis|Hailiang Zhang|Hirsh Nanda,https://data.mendeley.com/datasets/fdzgkn2kpk,DATASET|FILE_SET,2014-01-01,"This program has been imported from the CPC Program Library held at Queen's University Belfast (1969-2018)

Abstract 
SLDMOL is a program for modeling the 1-D scattering length density (SLD) profile of proteins at the lipid membrane–solution interface or adsorbed to other surfaces. The program reads experimental SLD data from neutron or X -ray reflectivity measurements and compares the results to a trajectory of protein structures, finding the conformation and orientation that best fits the experimental data. SLDMOL is a freely distributed open source program written in python that can be run independently u...

Title of program: SLDMOL
Catalogue Id: AETX_v1_0

Nature of problem 
Reflectivity is a powerful technique to study the conformation of biological molecules at surface and interfaces. Open source software that facilitates computational modeling and interpretation of experimental results in terms of detailed molecular structure is currently lacking.

Versions of this program held in the CPC repository in Mendeley Data
AETX_v1_0; SLDMOL; 10.1016/j.cpc.2014.07.006

",10.17632/fdzgkn2kpk.1,Biological Sciences|Computational Physics|Molecular Biology,,Biological Sciences|Computational Physics|Molecular Biology,,2014-01-01,MENDELEY_DATA,SLDMOL: A tool for the structural characterization of thermally disordered membrane proteins ,article,1
,"Lilly, Taylor C.",https://doi.org/10.25549%2Fusctheses-m3207,DATASET,,"Unrestricted The continuing advance of laser technology enables a range of broadly applicable, laser-based flow manipulation techniques.  The characteristics of these laser-based flow manipulations suggest that they may augment, or be superior to, such traditional electro-mechanical methods as ionic flow control, shock tubes, and small scale wind tunnels.  In this study, methodology was developed for investigating laser flow manipulation techniques, and testing their feasibility for a number of aerospace, basic physics, and micro technology applications.  Theories for laser-atom and laser-molecule interactions have been under development since the advent of laser technology.  The theories have yet to be adequately integrated into kinetic flow solvers.  Realizing this integration would greatly enhance the scaling of laser-species interactions beyond the realm of ultra-cold atomic physics.  This goal was realized in the present study.  A representative numerical investigation, of laser-based neutral atomic and molecular flow manipulations, was conducted using near-resonant and non-resonant laser fields.  To simulate the laser interactions over a range of laser and flow conditions, the following tools were employed: a custom collisionless gas particle trajectory code and a specifically modified version of the Direct Simulation Monte Carlo statistical kinetic solver known as SMILE.  In addition to the numerical investigations, a validating experiment was conducted.  The experimental results showed good agreement with the numerical simulations when experimental parameters, such as finite laser line width, were taken into account.  Several areas of interest were addressed: laser induced neutral flow steering, collimation, direct flow acceleration, and neutral gas heating.  Near-resonant continuous wave laser, and non-resonant pulsed laser, interactions with cesium and nitrogen were simulated.; These simulations showed trends and some limitations associated with these interactions, used for flow steering and collimation.  The use of one of these interactions, the induced dipole force, was extended beyond a single Gaussian laser field.  The interference patterns associated with counter-propagating laser fields, or “optical lattices,” were shown to be capable of both direct species acceleration and gas heating.  This study resulted in predictions for a continuous, resonant laser-cesium flow with accelerations of 106 m/s2.  For this circumstance, a future straightforward proof of principle experiment has been identified.  To demonstrate non-resonant gas heating, a series of pulsed optical lattices were simulated interacting with neutral non-polar species.  An optimum time between pulses was identified as a function of the collisional relaxation time.  Using the optimum time between pulses, molecular nitrogen simulations showed an increase in gas temperature from 300 K to 2470 K at 1 atm, for 50 successive optical lattice pulses.  A second proof of principle experiment was identified for future investigation.",10.25549/usctheses-m3207,atomic beams|laser flow manipulation|experiment|cesium|DSMC|laser-atom interaction|laser-molecule interaction|molecular beams|Aerospace Engineering|numerical simulation|Direct Simulation Monte Carlo,,,,2015-01-01,usc.dl,Laser manipulation of atomic and molecular flows,,
,"Valente, Luis|Etienne, Rampal|Dávalos, Liliana",https://doi.org/10.5061/dryad.9mk20,SOFTWARE_CODE|DATASET|TEXT,2017-01-12,"Islands are ideal systems to reconstruct changes in biodiversity and reveal the influence of humans on natural communities. While theory predicts biodiversity on islands tends towards equilibrium, the recent extinction of large proportions of island biotas complicates testing this model. The well-preserved subfossil record of Caribbean bats provides a rare opportunity to model diversity dynamics in an insular community. Here we reconstruct the diversity trajectory in noctilionoid bats of the Greater Antilles by applying a dynamic model of colonisation, extinction and speciation to phylogenetic and paleontological data. We show species richness asymptotes to an equilibrium value, demonstrating natural equilibrium dynamics across an entire community. However, recent extinctions have wiped out nearly a third of island lineages, dragging diversity away from equilibrium. Using a metric to measure island biodiversity loss, we estimate it will take at least eight million years to regain pre-human diversity levels. Our integrative approach reveals how anthropogenic extinctions can drastically alter the natural trajectory of biological communities.",10.5061/dryad.9mk20,bats|extinction|phylogeny|island biogeography|diversification|fossil|community assembly|Dynamic equilibrium,School of Marine and Atmospheric Sciences|Stony Brook University|University of Potsdam|University of Groningen|Institute of Biochemistry and Biology|Leibniz-Institut Fìr Evolutions und Biodiversitätsforschung|Department of Ecology and Evolution|Museum Fìr Naturkunde|129 Dana Hall|650 Life Sciences Building|Groningen Institute for Evolutionary Life Sciences|Consortium for Inter-Disciplinary Environmental Research|Unit of Evolutionary Biology/Systematic Zoology,noctilionoidea|mammalia|chiroptera,,2017-01-12,DRYAD,Data from: Recent extinctions disturb path to equilibrium diversity in Caribbean bats,,
Creative Commons Attribution 4.0 International Public License,"Magdau, Ioan|Ackland, Graeme J",https://doi.org/10.7488%2Fds%2F364,DATASET,2016-03-01,"We report molecular dynamics calculations for Phase I of hydrogen which show that all the phase transitions can be understood in a classical model with simple treatment of exchange-correlation. We present code for a simple thermodynamic model of high pressure hydrogen which allows us to discuss the thermodynamics of the phase boundaries of Phase I. - This dataset includes code for extracting figures/movies in xyz format, phase diagram code in octave. The work was undertaken at the ARCHER facility at the University of Edinburgh.",10.7488/ds/364,Physical Sciences::Computational Physics,,,,2016-01-01,bl.ed,"Theory of high pressure hydrogen, made simple / AIRAPT 2015 data,High pressure AIMD runs for hydrogen – trajectories,",,
info:eu-repo/semantics/openAccess,"Kav, Batuhan",https://zenodo.org/record/3727549,OTHER|SOFTWARE_CODE|GEO_DATA|SEQUENCING_DATA|DATASET,2020-03-28,"System: POPC membrane with 72 (36 x 36) lipids

Number of POPC: 72

Number of Waters: 2520

Water model: TIP3P [WL Jorgensen, J Chandrasekhar, JD Madura, RW Impey, ML Klein J. Chem. Phys. 79 926 (1983)].

Force Field: CHARMM36

Simulation engine: NAMD Git-2020-02-27 for Linux-x86_64-multicore-CUDA [Phillips et al., J. Comp. Chem. 26:1781-1802 (2005)]

Number of independent repeats per setup: 1.
Trajectory lengths per repeat: 100 ns.
Previously equilibrated for: 0 ns.
Sampling rate: every 100 ps.

Time integration step: 2 fs. (For further info, please see the .inp file)

 

 ",10.5281/zenodo.3727549,"molecular dynamics, charmm36, lipid bilayer, phophatidylcholine",,"molecular dynamics, charmm36, lipid bilayer, phophatidylcholine",,2020-03-26,ZENODO,NAMD Simulation of Pure POPC Membranes with CHARMM36 Force Field,article,
https://www.elsevier.com/about/policies/open-access-licenses/elsevier-user-license/cpc-license/,E. Akhmatskaya|Dmitri Sokolovski|C. Echeverría-Arrondo,https://data.mendeley.com/datasets/xvgmm8my7k,DATASET|FILE_SET,2014-01-01,"Abstract 
 We present a detailed description of a FORTRAN code for evaluation of the resonance contribution a Regge trajectory makes to the integral state-to-state cross section (ICS) within a specified range of energies. The contribution is evaluated with the help of the Mulholland formula (Macek et al., 2004) and its variants (Sokolovski et al., 2007; Sokolovski and Akhmatskaya, 2011). Regge pole positions and residues are obtained by analytically continuing S-matrix element, evaluated numerically for...
 
 Title of program: ICS Regge
 Catalogue Id: AEST_v1_0
 
 Nature of problem 
 The package extracts the positions and residues of resonance poles from numerical scattering data supplied by the user. This information is then used for the analysis of resonance structures observed in elastic, inelastic and reactive integral cross sections.
 
 Versions of this program held in the CPC repository in Mendeley Data
 AEST_v1_0; ICS Regge; 10.1016/j.cpc.2014.03.030
 
 This program has been imported from the CPC Program Library held at Queen's University Belfast (1969-2018)",10.17632/xvgmm8my7k.1,Computational Physics|Physical Chemistry|Molecular Physics,,Computational Physics|Physical Chemistry|Molecular Physics,,2014-01-01,MENDELEY_DATA,"Numerical Regge pole analysis of resonance structures in elastic, inelastic and reactive state-to-state integral cross sections ",article,1
,"Paape, Timothy|Briskine, Roman V.|Halstead-Nussloch, Gwyneth|Lischer, Heidi E. L.|Shimizu-Inatsugi, Rie|Hatekayama, Masaomi|Tanaka, Kenta|Nishiyama, Tomoaki|Sabirov, Renat|Sese, Jun|Shimizu, Kentaro K.",https://doi.org/10.5061/dryad.15rs596,OTHER|DATASET,2018-08-02,"Genome duplication is widespread in wild and crop plants. However, little is known about genome-wide selection in polyploids due to the complexity of duplicated genomes. In polyploids, the patterns of purifying selection and adaptive substitutions may be affected by masking owing to duplicated genes or homeologs as well as effective population size. Here, we resequence 25 accessions of the allotetraploid Arabidopsis kamchatica, which is derived from the diploid species A. halleri and A. lyrata. We observe a reduction in purifying selection compared with the parental species. Interestingly, proportions of adaptive non-synonymous substitutions are significantly positive in contrast to most plant species. A recurrent pattern observed in both frequency and divergence–diversity neutrality tests is that the genome-wide distributions of both subgenomes are similar, but the correlation between homeologous pairs is low. This may increase the opportunity of different evolutionary trajectories such as in the HMA4 gene involved in heavy metal hyperaccumulation.",10.5061/dryad.15rs596,Allopolyploid,,Arabidopsis kamchatica,,2018-08-02,DRYAD,Data from: Patterns of polymorphism and selection in the subgenomes of the allopolyploid Arabidopsis kamchatica,,
,"Kulkarni, Yashraj S.|Liao, Qinghua|Petrovic, Dušan|Krüger, Dennis M.|Strodel, Birgit|Amyes, Tina L.|Richard, John P.|Kamerlin, Shina Caroline Lynn",https://doi.org/10.5061/dryad.f9v80,DATASET|FILE_SET,2017-07-07,"Triosephosphate isomerase (TIM) is a proficient catalyst of the reversible isomerization of dihydroxyacetone phosphate (DHAP) to d-glyceraldehyde phosphate (GAP), via general base catalysis by E165. Historically, this enzyme has been an extremely important model system for understanding the fundamentals of biological catalysis. TIM is activated through an energetically demanding conformational change, which helps position the side chains of two key hydrophobic residues (I170 and L230), over the carboxylate side chain of E165. This is critical both for creating a hydrophobic pocket for the catalytic base and for maintaining correct active site architecture. Truncation of these residues to alanine causes significant falloffs in TIM’s catalytic activity, but experiments have failed to provide a full description of the action of this clamp in promoting substrate deprotonation. We perform here detailed empirical valence bond calculations of the TIM-catalyzed deprotonation of DHAP and GAP by both wild-type TIM and its I170A, L230A, and I170A/L230A mutants, obtaining exceptional quantitative agreement with experiment. Our calculations provide a linear free energy relationship, with slope 0.8, between the activation barriers and Gibbs free energies for these TIM-catalyzed reactions. We conclude that these clamping side chains minimize the Gibbs free energy for substrate deprotonation, and that the effects on reaction driving force are largely expressed at the transition state for proton transfer. Our combined analysis of previous experimental and current computational results allows us to provide an overview of the breakdown of ground-state and transition state effects in enzyme catalysis in unprecedented detail, providing a molecular description of the operation of a hydrophobic clamp in triosephosphate isomerase.",10.5061/dryad.f9v80,,Science for Life Laboratory|Forschungszentrum Jülich|Department of Chemistry|Institute of Theoretical and Computational Chemistry|Uppsala University|Institute of Complex Systems: Structural Biochemistry|Heinrich Heine University Düsseldorf|SUNY|University at Buffalo|Department of Cell and Molecular Biology,,,2017-07-07,DRYAD,Data from: Enzyme architecture: modeling the operation of a hydrophobic clamp in catalysis by triosephosphate isomerase,,
CC BY,"Papadopoulos, Georgios",https://doi.org/10.6084%2Fm9.figshare.4560604,DATASET,,"File minimal_data_set.zip contains compressed excel files with numerical data extracted from the simulation trajectories after data processing, for figures 2, 5, 6, 7, 8 and table 1 as well as text files for figures 3, 4, 10, 11 and 12.
PLOS One submitted manuscript PONE-D-16-27127R2 with title: Frequency Dependent Non- Thermal Effects of Oscillating Electric Fields in the Microwave Region on the Properties of a Solvated Lysozyme System: a Molecular Dynamics Study
",10.6084/m9.figshare.4560604,Computational Chemistry,,,,2017-01-01,figshare.ars,minimal_data_set.zip,,
https://www.elsevier.com/about/policies/open-access-licenses/elsevier-user-license/cpc-license/,Manish A. Mehta|N. De Leon,https://data.mendeley.com/datasets/gbrrd5ckgm,DATASET|FILE_SET,1988-01-01,"Abstract 
 The basic formalism of Semiclassical Spectral Quantization (SQ) is reviewed here. Some analytic formulae necessary for its implementation are also presented. All facets of LUCY, a FORTRAN implementation of SQ, are described in detail. Sample input and output streams are given for a model two degree-of-freedom Hamiltonian with non-linear coupling terms. The basic requirements for LUCY along with its advantages and disadvantages are discussed as well. 
 
 Title of program: LUCY
 Catalogue Id: ABDO_v1_0
 
 Nature of problem 
 The calculation of several semiclassical energies and eigenfunctions of the bound states of a vibrational Hamiltonian using an arbitrary (non- quantizing) trajectory.
 
 Versions of this program held in the CPC repository in Mendeley Data
 ABDO_v1_0; LUCY; 10.1016/0010-4655(88)90066-5
 
 This program has been imported from the CPC Program Library held at Queen's University Belfast (1969-2019)",10.17632/gbrrd5ckgm.1,Computational Physics|Physical Chemistry|Molecular Physics,,Computational Physics|Physical Chemistry|Molecular Physics,,1988-01-01,MENDELEY_DATA,LUCY: A FORTRAN implementation of semiclassical spectral quantization ,article,1
